review,sentiment
mali yung binigay ni seller. pink yung inorder ko tapos ibang kulay ang dumating.,1
maganda ung quality kasu may crack ang ringlight at may pipit ung gilid exited pa nmn ako na matangap hays,4
nakaka disappointed nd gumagana ang isa..hayts sayang ang pera.wala dn kasama charger..at parang luma na xa my mga gasgas na.,1
nagustuhan ko siya. kahit papaano napush naman at very comfortable pa isuot. di kayo magsisisi pa ito ang binili niyo. lalo na sa flat chested like mebuy na guys . wag ng patumpik2x pa,3
"good okay naman, maganda sya, but i ordered green not white, pero white ung binigay, but it's good. padouble check nalang poh seller next time before isend thank u",4
"sobrang higpit ng pagkaka pack kaya na pipi na ung wipes ending nabasa un perfume bag, san binikod sa bubble wrap na di ksama un wipes. chinat ko si seller regarding this bago ako mag rate kaso walang reply tlaga.",1
not good d tumitigas ung nail folish fake xa. mantsa pa sa kuko.,1
maayos naman yung order kong dumating. walang sira at ang gaganda din nang quality. okay sya sa presyo niya. yung tent net for baby ang ganda akala ko maliit lang pero ang laki pala.,3
3 stars lng muna.. di kc nag rereply c seller.. taz ang tagal pa dumating ng items.. maayos naman pavkakabalot nya.. ok naman yung jogger. maiksi nga lng.. di pwe0e sa matatangkad. salamat pa rin seller.,4
small size dko masuot ung bra parang pambata ung size 32 a.,2
"not sure medyo dissapointed ako , kase medyo dry na si eyelines huhu . well mura lang naman kaso bat ganon hahaha",4
ok naman po expected ko naman po kasi.,4
"super tagal nya dumating pero understood naman since 11.11 ko sya pinurchase, pagdating nya may butas na pero feel ko fault na ng courier kaso di ako magaassume. maganda naman quality for the price, di sya super wobbly. nakakakaba lang talaga yung pagmove ng ringlight pero ok naman. bet ko",4
ang ganda na sana kaso disappointed ako sa item na nakuha ko may parang crack siya and parang natatanggal yung footbed mas masaya pa sana ako kung nakuha ko ng freeship para kahit papano worth it sa binayad hehe pero okay na din,4
kulang yung nilagay ng seller na items. dumating lang yung bows and clips but not the aluminum foil tape. i tried messaging them pero hindi nagrerespond,1
#disappointed!!!!!! almost 3 months bago dumating yung inorder ko. tagal nila iship-out ang item. di din nagrereply sa message ko sakanila kung bkt di pa nila shiniship out. maiintindihan ko naman basta mag message lang ng dahilan bkt natagalan. buti kinuha ko pa yung item. i am very disappointed!!!,1
ok naman po yung na prefer ko sa shop nato subrang saya nga ng pag bibigyan ko hahaha thank you po and god bless po,3
sira na agad di na gumagana.,1
"okay lang average yung hangin, mabilis lang malowbat and matagal magcharge",4
"this is my 2nd air purifier from this shop.. parang mas bet ko yung isang purifier dahil nakikita mo ung mga indicator. pero ok na din to. para magkaiba sila. may pa free tissue pa si seller, siguro kasi sinabi ko na 2nd time ko na oorder . thank you",4
kala ko ba fit to sa lahat. pota hindi naman fit sa gas stove namin!!!! 2 pa naman binili ko!!!,1
"ang ganda nya at gumagana ng maayos thank seller good product i recommend this shop,",3
d q recommended dto ang quality kc manipis lang at ng llake wla pa isang oras puno agad.maliit kc prang pang infant baby..eh med nman order q..,1
panget ng mga product dto. mali mali binibigay!! nakakadisappoint!! sa iba naalng kayo bumili kesa magsayang ng pera dito,1
thank you po sa nag deliver...ang gaganda po ng designed...so ill give a five star....thank you seller,3
"very nice ang quality ng sandals tsaka isa lang order ko na white na slipper pero dumating dalawa so far di naman naging tatlo binayaran ko e claim ko na din siya as a freebies ni seller i recommend this shop might order next time, thanks again",3
"nag order ako ng 25packs at bayad na thru credit card pero ang dumating 20packs lang. antagal na nga dumating, kulang pa na deliver! ayan nakalagay sa resibo 25packs pero sa luob ng karton 20packs lang.",1
kaya naman pala mura matagal syang mamaga sa eyelash mo kaya kapag naglagay kyo wag kayo pipikit kasi kakalat yung mascarra so ayun 2 star poor quality lang hehe,1
10/10 super ganda lalo na for the price hndi pa na tatry kung tatagal ba ang hot and cold pero sana walang problema. thanks seller and shopee,3
free wifi pero napaka bagal! walang kwenta internet connection dito,1
"low low quality plastic ang body niya, natatanggal tanggal pa, i hope effective ang performance niya interms of cleaning air.",4
thank you shopee and seller for the complete order and good service. mabilis ang shipping and okay ang products. walang damage. hindi ko na maalala kung ilang beses nako umorder sa shop nato. super dami na ata. legit salamat,3
watery pag ilalagay mo siya sa pilikmata medyo hindi maganda tignan pero based on its price wag nalang kayo magexpect,4
displaced yung sa charging area. ni report ko naman wala namang action. cheap nga kagaya ng seller.,1
waste of money item is deffective. poor packaging kasi kaya may possibility talaga na masira sya.,1
"first, malayo siya sa beige. i've had this one before and ang layo ng color niya kasi para siyang rose pink. second, ang panget ng pagkakadikit nung sticker niya. hindi siya magandang tignan and hindi siya nakadikit ng maayos. nagbbubbles pa yung ibang sides niya and parang used siya.",1
"i dont know mabilis naman naideliver ang product. kaya thank u po seller. ang d ko lang po nagustuhan ay ung noise nya..mejo maingay, , pero ok narin po as long as malakas ung hangin nya which is good naman. sooo.. hope it will last. thank u again god bless.",4
good same as picture same to ng bayfree mascara siguro eto din yun iba lang brand parang soft gel sya water resistant maganda din na madali matanggal pero matagal staying power at di parang semento,3
ok n ok cya kla ko scam hndi pla slmt dn sa seller,3
"this is my 2nd order. nagustuhan ko yung quality nung 1st order ko kaya bumili ako ulit for my sister. pero nadissapoint kami kasi nag-iba yung quality, pumangit. so dissapointed.",1
not good worng color nag review ako sa mga nag order maganda nm. mag feedback nila. pero bakit pag dting sa order mo palpak??? mali ang kulay at sira ang isa nag chat ako sa seller sabi ko pink at blue kc babae lalaki ank ko pero ang dumating green,1
nice it's good. comfy. medyo maliit lang pala yung nakuha kong size haha kala ko sakto lang since maliit lang naman booby ko kaso di siya sakto sa positions so yea. pero cute. pwede na rin. ganito ang magandang gamitin since di siya mafoam ang lightweight lang. thank you,3
very good bili na po kayo sobrang mura na and quality dito na kayo bumili balot na balot ang packaging bibili ulit ako,3
gumagana nmn ung fan at cute walamg manners ung seller dito ! d mrunong mkpg usap sa buyer.. kulang items pinadala ..,1
"nice sound thank you seller nagustuhan ko yung item, salamat exact order ang dumating.... oorder ako ulit for my daughter... happy buyer here... sana same parin sa sunod ko na order... salamat",3
"i got my order!! i haven't tried it yet. it's nice, manipis and yung keys niya malambot. ang ganda mag-type dito. i received it immediately.",3
defective yata napabigay sakin ipapalit ko sana kaya lang waste of time lang ang ingay nya kailangan pa pukpukin para mawala ung ingay minsan naman nawawala hangin sa kabila pukpukin ulit para magkaron uli ng hangin .tsaka mabilis malowbat. akala ko 14-16hrs parang wala pa 1hr lowbat na.,1
haven't tried it yet.. but i imediately noticed that kulang ng isang order.. yugn anastasia eyebrow brush wala..,4
items are good pero hnd masyado satisfied mga kids ko dahil hindi pala adjustable.naka fixed pala.,4
sakto lang quality,4
"nakakadisappoint lang kasi parang secondhand lang yung item. di man lang na-pack ng maayos at may bend na rin sa isang paa ng tripod. sana lang magtagal kasi sayang pera. first time ko pa lang ma disappoint sa dinami-dami ko na inorder sa shopee, eto yung medyo di maganda. anyways,",1
"cheap its weird coz the lenses were convex, it should be concave. and medyo tagilid din ang frame huhu",1
"good nag order po ako ng tatlo tapos po sira yung green walang lumalabas na hangin tapos maingay pa, yung pink sira yung on nya yung white ganun din po. naka order din po ako dati sira naman po yung chargeran",4
ok ok nmn kaso yupi at medyo my damge slight s gilid.the rider is always kind....................,4
"0/10 kulang ng parts yung dumating samin. wala yung cellphone holder hose. so pano gagamitin? i-tape namin para malagay yung phone? minessage ko yung shop, magsend daw ako ng unwrapping vid. eh nabuksan ko na. sabi follow up daw. hanggang ngayon wlang reply. worst customer service ever.",1
very suitable goods. gustong gusto namin ang wet wipes sa store na'to. mabilis din nadeliver. we will order in the future here. kudos to the seller,3
"fast delivery but mali yung isang item,dapat apat na squarepants 3 lang dumating yung isa maroon cardigan instead of maroon squarepants.and yung bags,nice naman siya kaso lang hindi maayos ang pagkakatahi..yun lang.",4
very good maraming salamat sayo seller. napaka ganda po ng item. what you order is what you get. god bless po.,3
this time kasya na sakin yung size 39thank you seller for this wonderful not so cheap slipperswill order again,3
nice hi and hello sa seller at delivery raider. maganda ung naorder ko kasyang kasya sya sa maliit kong sling bag,3
"hindi naman po ako man loloko. ano po makukiha ko sa panloloko. maam/sir pinagipunan po namin ang pera para sa pag bili tapos yan lang, rejected na agad. consinqman po kayo pwede po tayo mag communicate properly para ma resolve, hindi yung rejected na agad. hahay!",1
very affordable baby wipes. nakailang order na ako nito and i will definitely continue on ordering this. ,3
"pangatlong order na po namin dito... maganda po talaga hindi sayang ang pera. ang bait ni seller. maraming salamat po seller,, thank you din po shopee...",3
"5/10 all goods naman sya gumagana lahat, sa performance ng sounds nya goods naman parang normal na eaphones lang, tska don't expect to much na sobrang ganda ng sounds nya dahil sa presyo nya, kaya for me if i rarate ko lahat lahat ,nasa 6.8/10",4
matigas sya syaka iba ang color fake sya iba ang logo sa original masyado makulay ang color,1
wow! excellent...masyadong nagustuhan ko ung product! i will order next tym,3
"as i expect ok naman sya gumagana naman yung fan, pero hnd matibay yung materials and may mga dumi",4
"pangatlong order ko na ng cloud pero ngayon lang naiba yung amoy. ambaho niya, anlayo sa dating order ko. sana icheck muna nila yung amoy bago ilagay sa bottle kasi sayang lang. 2 bottles pa naman inorder ko and pang 4 at 5 bottles ko ",1
the best lomi in batangas underrated lang sya …,3
"missing item,70 pesos din to",1
wrong item po type c order mali ang dumating. return ko po,4
fast delivery naman ! ung sizing ang request ko ay 3-6 months may naligaw na 12 months! and gray pa!!! 3 out of 5 gray sa romper!!! chinecheck nyo naman cguro ang item bago ipadala!!!,1
not good seller. hindi maganda pagka package nagka yupi yupi ang iten. nakaka disappoint,1
maliit ang size nia nag add n ako ng 1size sumakto lang sa anak ko walang allowance dapat pala 2sizes ang add up. di xa gaya nung inexpect ng anak ko na walang buto sa ilalim gaya ng nabili ni hubby sa iba. sana d agad masira.,4
"improve more yung isa di po naikot pag sa powerbank ikinabit.. pero umiikot po parehas kapag direct sa saksakan ng kuryente, with the use of adaptor/adapter.. #salamuchall",2
biglang pumutok bbksan plng nmin request for refund,1
good ang bilis lang dumating ng order ko at tama nmn yung color at size na naibigay at sana tumagal din paggamitin na okay naman sya for its price at napackage nmn ng maayos thank you sa seller with proof of order.nice shop with nice products.,3
"sira po ung stand kaya dinikit ko na lng sa wall ko ung ting light, sayang lng ang money ko, akala ko nakatipid na ako.. sana nextime po paki check bago nyo ibigay sa buyer",1
durable ayos din ito very big na. sakto 2 liters. it also reminds you that you should drink your water every hour so to be not dehydrated. thanks so much,3
"mapusyaw yung gray, therefore, i conclude na hindi consistent ang quality ng product. hindi din nag response si seler neweys tenkyu n",1
bad trip... ako d2.. tagal... ng deliver... 17 checkout 27 dumating,1
not good sya sa aking .kasi kapag mag charge ka indi kasya yong charger sa mini electrifan.,1
"sobrang satisfied. complete set maayos ang packaging. hindi ko lang maupload ang video kase high resolution daw pero 100% sulit na sulit ang presyo, sobra pa",3
mabilis napaship pero hindi ko nagustuhan yung sa pajama. nagsend si seller ng pic bago niya ship. napansin ko parang pare pareho design. message ko siya pero sabi iba iba daw. pagdating 4pcs 2designs lng. 2pcs per design.nakakadisappoint kase sakin lahat,1
"maganda and good quality sana iyong mga items. almost perfect na sana, kaso iyong swaddle may damage. next time po seller pa double check. salamat",4
"ok namn quality mjo maliit kng sizing need to add 1 lalo pag mlapad paa size 37 ako dpat size 38 pla , tpos sa experience sa pagdeliver disappointed ksi mali nadeliveran ni rider which lead to delays and refund sana pero good things is nasettle at naideliver dn kaso",4
sira after 1 week working naman kaso 1 week lang sira na,1
"ang gaganda complete items received, thank you seller, will surely order again, ang mura pa ng mga sandals salamat shopee",3
okey sana kaso mali.kulay yung pinadala i order white .. pink yung dumating .. boy pa naman yung gagamit,4
ok lng naman pero may crack yung ilaw kasi packaging was not good. sana ayusin ni seller ang mga next na parcel nya para walang na cra crack.,4
hindi nag charge ang fan ka inis i hope seller notice me,1
"okay naman po yung item, nareceive ko naman po ng maaga, and tama naman yung items nasunod lahat",3
"jusko. hindi man lang nag inet sa tenga ko, sira agad! not worth it!",1
"very good ang ganda ng item, parang matibay din. hindi ako nagsisisi sa pagpili nito. we'll recommend to all .. actually, i bought also my sister.. thank shopee, thank you also seller. god bless your business",3
"matibay thank you seller!!.d po ako nagkamali sa pag order,wala pong damage lahat.maganda lahat.",3
"panget ng quality black yung order ko 2liters, pero hindi 2l ang dumating. kung mapapansin nyo sa picture, yung unang bili ko tama ang sukat, yung itim mali.",1
"great, lightweight fast delivery. kasya sa mga anak ko. suppper nice and magaan lang. may allowance ang size na pinili ko para kasya talaga. superb.. and very affordable. thank you. ☆☆☆☆☆ recommended store",3
wag kayo mag oder nitto kaka recieve ko lang ayaw umilaw,1
"ung quality, medyo malambot pang pasyal lang talaga siya kasi baka mabilis mapudpod haha (mura nga eh). pero ung mga designs maganda. i love it",3
"3/5 yung amoy niya oag nag spray ka, parang alcohol, then after 1 minutes siguro, medyo sweet na yung amoy niya. pero hindi siya same sa og kasi meron akong og dito tapos cinompare ko, pero okay naman na siya para sa price",4
maganda sa murang halaga. rubber sya at magaan bilis pa naship ni seller thanks,3
"good quality. maganda naman sya, mukhang matibay naman mali lang ng pinadala si seller. 2liters kulay black order ko, pero ang dumating 1liter kulay blue pa",4
good may maliit na scratch. very disappointed excited pa naman ako dumating yung order ko sana sa next purchase ko hindi na ganito. anyway thank you so much pa din.,4
the following are my observations in my 7 days of stay l ‌1 mini ref madumi ‌2 2seater sofa not clean ‌3 aircon maingay 4 ‌no proper room lighting ‌5 walang bintana at ang meron lang air 6 well para mag,1
"i'm sorry but i must say, na-disappoint ako sa itembumili ako ng mura kc need ko lang tlga ng ma-insertan ng sim ko 4 otp sent of my accounts. kaso, it doesn't receive otp pero nong pinasok ko sa cp ko, nkatanggap naman. almost 50+ din ang dumadating sakin w/",1
katulad ng review ko sa panty. magkasabay sila dumating kaya super tagal ng inintay ko para mapasakamay ko ang items. ok naman ang pagka packed. but yun product itself mukang nakaka happy naman kasi kumpara sa iba .parang breathable nga ang freling nito kapag suot mo..hindi mainit pero my pagka,4
"black/gray yung inorder ko, yung dumating kulay violet and green/blue.",1
good but my baseus is better sounds quality overall maganda nmn at sana mag tagal..,4
"magaan pag sinuot, plastic sya, kaso medyo madumi? at medyo may damage yung taas. thank you pa rin po",4
"my mom liked it! okay din surface niya, hindi siya madulas like nun previous kong naorder.. mas okay siya if you have the tendecy na mabilis kang maglose ng grip. thank you! will purchase again.",3
legit tlaga po ang gndah ng pajama sulit pa ang pera thank you rider at shoppe sakto tlaga sa brother ko,3
"fair for the 2nd day ng gamit, at pinuno ko yung bottle. nagloose yung kabilang hawakan..di sya ganun kahigpit kaya dapat ingatan din sa pagbitbit..yung delivery ambilis sobra! thank you for this..gagamitin namin ng mga kawork ko since we will travel next week!",3
not the same with the picture... iniisip ko kung bibili pa ako ng iba... hindi ko kinabit yung wallpaper kasi mas light yung color kesa sa picture na inordee ko... yung flatener ok...,4
"red beetles order ko, bakit iba dumating. !btw quality is ok for its price",4
i just want to say thank you shoppee for bringing a good quality order maganda po siya..order uli aq maganda po ung product..mabuksan ko tuloy ung mga dting messege ko..all working din pti charger magndang pang back up phone ito,3
parang luma my dot n kulay cream ung isng bra at wlang tag..,2
"not sure if hindi pa lang sobrang dumi or mahina lang sya humigop or nag expect ako. nalinis na namin mga bed, unan, and sofa pero yan lang nakuha. ung papel for testing lang. prang mas ok yung normal vacuum kasi mas malakas tsaka pati mga sulok sulok nakukuha. ",4
thank you po sa well pack parcel that i received napakabilis po ng shipping salamat po ulit seller is accommodating sa uulitin po,3
maganda naman yung slippers pero yung color lang green kako kaso yellow green naman pero okay lang maganda naman,4
"ang panget ng eyelash curler, hindi nakaka-curl ng lashes.",1
mali yung dumating 900ml-1100ml...kala ko ba 2l tsaka bkt purple and pink..ang order ko naman purple at blue tapos iba yung dineliver kesa don sa picture,1
di ko alam pero di na sya as good as first week. di rin nya kaya yung mga small na abo and mga powder. the vacuum also has a weird smell after a few mins.,4
"nice thank you seller,may kunti problema naayos naman namin...",4
"idk kung hardware or software issue bato or compatibility pero para saken ampanget ng audio nya, latency is good tho, my game mode na nag sesync sa kanyang audio",4
sobrang ganda!!! thank you seller thank you seller thank you seller thank you seller thank you seller thank you seller thank you seller thank you seller thank you seller thank you seller thank you seller thank you seller thank you seller thank you seller thank you seller thank you seller,3
natagalan bago dumating kc nanibago c kuyang delivery mas nauna pang dumating yung huli kung order tpos nung dumating yung medium kasin laki lng ng small na naunang naorder ko...ending d nagamit ng pamangkin ko kaya binenta nlng nmen sa iba kaya oorder nlng ulit kmi pero sna dis tym,1
ang ganda di ako binigo ni seller. .goods lahat ng items ..no damage ...sna pla dinagdgan ko na ..satisfied costumer here. .thankyou seller ..thank you kua rider ..,3
maganda nmn po sya kaso yung pink ang gulo nang packageng .saka subrang tagal dumating piro salamat .. maganda tama ang order wla nmn sira nagulo lang.. sorry 1star lang para saakin,4
ang pangit ng glasses wag kayo bumili madali sya masira at napaka nipis nya at ang screen pangit nag mumukhang yellow at natatangal sya at plastic lang siya basta ang pàngit promise wag kayo bumili please lang please lang wt_f,1
wala sorry po sa rate and feedback.. di qu lng po inexpect na ganito khina ung hangin khit naka#3 na xa.. ska di mu mllaman kung fullchrge nba xa o di pa.. ska di din nagllbas ng hangin ung sa right side na may mga butas.. sa left side lng,4
unsatisfied you have to shake it for the glitter to spread kasi baba ba yung glitters pag di mo ginalaw or shini shake. parang tubig lang na nilagyan ng glitters,1
okay naman kaso maliit size e adjust nyona lang size kung oorder kayo,4
"kulang yung dumating na order pero tama yung binayad namin we've been contacted the seller about this matter but sad to say no action nag report na din sa help center wala din, sana next time kung paki check naman po para hindi po ito mangyari ulit salamat.",1
okay naman lahat ng products and mabilis siyang dumating,3
"okay naman sya , gumagana lahat , akala ko lang colored sya hindi pala .. pero thank you pa rin",4
"okay for me yung paglalagay ng bubble wrap nila. but the way they package their products needs improvement this is my second time na bumili and both of them has leaked, pagka bukas mo mejo di ganon ka bango maaamoy mo kasi nag mix na yung nag leak na",4
"hindi pa na install, not yet tested if working, i’ll update my reviews once tested",2
"good what you see is what you get means maganda sya kung ano yung nasa photo same din, thank you seller and thank you sa rider na mabilis mag delivered and thanks shopee",3
hard rubber masakit sa paa i ordered 2white 1black 1 pink but instead you sent 3white 1 pink .. sana kng hindi available ang color wag ipilit sa customer para hindi nadidissapoint sa service ng seller..,1
received my order... thank you shopee at kay seller... nagustuhan ng partner ko ayaw niya n gumamit ng brief... thank you din kay kuya n nag deliver...,3
bobo mag compute ng pwd discount dito. mag pares retiro nelang kayo sa kabila lang.,1
di masyado madikit at ung kulay ng foam bricks ngfafade na..luma na yata ang binigay sa akin,1
okay naman ung baby sock kaso di nasunod gusto kong kulay and wala man lang abiso si seller na magpapalit ng kulay blue talaga gusto ko,4
malaki po ang mg sizes bakit lahat xl po please naman paki 3x check nyo po muna before ninyo po e packed ang items po. paano po ito e refund?,1
"literal na kakadating lang nya and naexcite ako since rainy season na, bumili na ako ng 2 payong ang ganda nung 10 ribs then yung sa 8 naman medyo small sya",3
super bilis na deliver!!!! bongga. buti nalang kasi super kailangan ko rin hahahaha thank you so much seller!!!!!!!!!,3
mabilis dumating yung order ko. kaya lang yung lip balm hindi na naka sealed nung nareceive ko. halatang ginamet na. order pa naman yun saken kase ni-resell ko. minessage ko din yung seller pero hindi responsive.,1
"don't like it dko gsto yong amoy, at nagleak pa amoy prang kulob na simapay",1
"i ordered beige and black, same sizes pero ang ibinigay ni seller beige 40-41, black 42-43. nakakadisappoint kaya binenta ko nalang sa pinsan ko sa mas mababang presyo. sa picture ay nagamit na ng pinsan ko",1
"sogo hotel... not so clean... not so good... soooooo empty.... pagpasok mo sa room.... alang towel, alang tissue, alang kumot... lahat ala! since ala clang pool kumuha kami ng room na may bath tub para sa bata... pero ang bathtub alang takip ang strainer... lahat irerequest takes 30 minutes kada",1
"maganda orig e first time ko bumili ng hawk sa shopee mall, 5 stars dahil subok ko na quality ng hawk bag since highschool, almost 6 years na yung first hawk bag ko",3
super tagal walang update tapos biglang ipapadala kakaloka na double tuloy order kinancel ko na pero di nacancel kaloka ok naman yung items kahit papano kakaloka lang yung seller,4
thank you. okay naman,4
good the best so far very pretty working fine nice sounds charging not easy low battery cutest came from china so long waiting time anyways worth the wait thank you much seller rider will order again sureness used agad pagdating pa lamang,3
"effective naman sya kaso di ito yung order kong color eh, nude brown order ko bieee pink dumating",4
ok glad for the purchase but not happy that i received the wrong color from what i ordered. no color option should be available sa post nyo kung di nyo din naman follow ndin kung ano ung inorder sa inyo. sana nilagay nyo na lang random para di mag expect,4
ok tama thank u sa halagang 14 pesos ok yung items thank you seller very nice,3
wag kau mag order dto sira yung phone use less sayang pera kht mura dapat me sense naman sana husko sagot pa namin ship to return,1
not good akala q samsung hindi pala . parang immitation lng sya tpos nag lalag panu ba to masoli sa seller not recommended . ang bagal ng loading . kahit malakas ung internet namen sayang ung pera . sorry po ah un tlga ung comment ko .,1
okay sya pero maliit sizes nya pla. kung mag order kayo nito mag add 1size kayo. vid and pic are not related for coins purposes only,4
okay naman po silang lahat thank you po sa murang halaga makakabili na gantong kagaganda. thank you so much po seller,3
kadiri jusko sana sinabi nyu na ung tela at tahi ay napaka pangit. jusko mahhiya ang pagbibigyan nyu neto. mpapamura ka tlga eh. appearance=0 pag arrive at bnuksan ko ano to basahan? yung tahi kadiri pang basahan na tahi! ung pang lalake na brief okay naman sobrang nkaka frustrate lang,1
look at the picture. nakalabas padding dun sa brown parang hindi sya sukat tsk sayang. anyway yon man lang the rest okay naman sana.,4
sana gumagana. sana effective. kasi si baby ko may allergic rhinitis. may gasgas at may dents. wala ng mga plastic yung purifier mismo.,2
true to color! i’m obsessed y’all. one of the best purchase! this is so cute af! i’ll buy again but different color! thank you so much for this cutest stuff.,3
"not stainless steel as indicated in their description. manipis, madaling mayupi. kaya pagdating hindi na pantay. not universal. recommended for burners with same trivets as portable burners.",4
"shipped immediately. maganda quality ng mga products, sulit for its price. will definitely order again. thank you seller, thank you shopee!",3
3 functional. long yung stand but it has dents and la-la nung dent nung isang paa niya so i'll give this a score of 3/5 because it is functional naman may dent lang talaga.,4
pang bata ang size. nagkasya lng sa aking apo na 10 yrs old and 4'10 ang height. ibibigay ko sana sa anak kong binata...,2
manipis ang fabric and hindi masyadong nakaka tucked ng body fat.,2
"iba ang dumating, taslan yung dumating ,ndi cotton ..nubayan, very disappointed",1
"4/5 maliit ang size. but it looks good. kaso maliit talaga. size 7 ako, so i ordered 36/37. yon! di talaga kasya.",4
goood nung una akala ko may kasamang panlagay hehe . yun pala wala . pero oks nadin goods na goods di sya sira at hindi scam hehe thankyou po,3
nung una ang ganda ng tela.kaya nag order ulit ako.kaso yung dumating ibang iba sa una kong order.manipis tapos yung tahi nababaklas ..anyway thank you padin for fast delivery,4
"medyo mahina ang fan, but okay na din. i didn't expect too much",4
2 packs yung order ko same designs pero ok naman,4
"disappointed! wrong color po, okay lang sana kung hindi same color pero parehong red. naku po,sana naman iniba nyo,nag message pa ako pagka order ko. sana naman be responsible,hindi naman random colors ang nakalagay, naki-click ko pa nga ang gray at black eh,paano naging red?",1
na received ko na po yung item all goods naman po wla namn syang sira bigyan ko ng 5star kasi ang bilis nya lang din dumating tas ang bilis lang din mag reply nung seller kaya thank you sa shop na toh!.,3
newborn daming reject... d rin responsive ang seller.... halos wlang magamit..... meron p prang luma...kulot lukot ung iba ung iba wlng tape... ung iba wlng garter . d ko na napicturan ung iba dahil busy ako sa baby ko ....,1
well packed. maganda ang tela and malambot sulit na sulit sa price and quality niya will order again again,3
hindi pa nagagamit ng anak ko sa school natanggal na agad yung power button. buti na lang naikabit ko pa.,1
"10 what you see is what you get, ang ganda ng bottle at well-packaged sya ng bubble wrap at karton nung dineliver para talagang masigurado na hindi magkaroon ng any damage upon shipping. thank you din seller sa free design na pandikit! saktong-sakto itong bagong tumbler ko lalo't summer, need",3
100% thank you po sa pag hatid ng maayos ng mg order ko po maraming salamat po.,3
"very poor. wala sila pakialam sa hotel nila, walang maintenance ng paglilinis. parang lahat ng gamit mukang sampung taon ng di pinapalitan. ewan kung nagpapalit sila ng unan o kahit bedsheet man lang. cr nakadikit na ang dumi kadiri na. hindi lang sa cr kundi sa buong kwarto sa buong",1
maganda yung salamin kaso pag chinacharge di mo malalaman kung nagchacharge ba kasi wala manlang umiilaw and kahit icharge mo magdamag di parin malakas hangin at light saglitan lang wala na. sa ballpen ako nagandahan maganda yung sulat nya di makalat,4
99% salamat seller ang tagal nga lang ng order na to nagastos ko tuloy ang pera para dto tapos now no badget pa..umotang pa tuloy ako... thank you sayo seller god bless,4
good sabi lipbalm which is lipstick siya tas amoy nakakasuka idk basta di maganda yung amoy for me but thank u,1
"my order has been tagged as delivered yesterday even i did not receive any item! today lng naideliver, napaka-unclear ng explanation ng rider when i asked bakit ganun ang nangyari! when in fact its their negligence obviously! flash express super poor service. ",1
"napakagamit lalo na sa brown out, pangmatagalan rin ang fan at light, npakaganda, ang lakas ng light, follow lng instruction & delivery, no broken parts",3
deffective total waste of money. 2days lang gumana tapos sira na kaagad. nung una ambilis magrespond ni seller nung diko pa naorder receive. pagka receive ng item maluwag propeller. the after 2days totally dina sya gumana. pati seller hindi narin nagrereply,1
ang gnda ang sarap sa paa slamat seller at ky kuya nag diliver,3
sobrang laki at sobrang ganda thank you seller,3
"ok complete package, tama ang item at color na napa bigay, kaya lng di ata nakaka pag check c seller may damage yung color white, well packed,very mabilis ang dating ng parcel at mabait c delivery man.",4
maganda at malaki...kaso ang hirap ifold nd ko alam,4
nice cute s mga kulay slmat seller 5star ang gnda ng bra kasya s anak ko po ang 32a.aga p dmting bilis.hapi po,3
maganda naman pero iba yung nasa ads at actual. ang actual talaga is hindi ko makita sa hair ko na malakas ang hangin. kahit naka level 3 na. pero goods naman naka bubble wrap at naka box maganda.,4
not really good ayaw po matanggal ng excess na yan sa pinaka glass nya . tapos yung pansabit sa tenga maluwag yung isa maganda sana,4
"not good!! may bukol2, bakit ganun isang suot lng nito, punit agad..",1
"need mo mag size up para sakto ang fit sa paa, ako size eight equivalent sa 41 kaso maliit size ng item. dalawa pa naman binili ko",2
good thanks to seller upadated cla s order nagmmessage kung san banda ung parcel saludo ako dun.kaso manipis.pero s pangkalahatan ok nman.,3
very nice po. nagustuhan po yung nagpa order sakin.,3
10 ok xa nice thank you so much po seller and shopee and kuya nagdiliver,3
good hello po.tnx po ung payong po maganda like ko po cia.love it ganda nia.my magagamit na ako kc naguulan eh.sana lng tumagal.ng masubukan ung tibay ng payong na to.tnx po.,3
may31 super ingay. mas maingay at mas mabigat sa vacuum. malakas ang suction pero may mga hairfall akong namimiss.pag matagal na gamit hindi na gumagana yung suction. yung uv na lang ang functioning. not sure if its by design. sayang pera. mas worth it ang vacuum.,1
maganda yung quality matibay at buo sa pagkakagawa at yare..kaso maliit ang size nila ..pang korean size super liit sa standard side mga 2 inches difference,4
fair enough expected ko ung sa clips ay nakaclip sya sa cardboard like nung nasa picture pero hindi nakaplastic lang sya so chances na masira ay malaki,4
"may mga punit yung bra huhuhuh, i hope next time na magbibigay kayo ng mga items check it first kase mapapa never again mga customer sainyo hahahahah",1
madali malowbat kht nkstqnd by lng nman.d kc pwede ipacut old sim kaya kelangan ko sya,4
iba po color nawalan ng brown solid orange ang pangit tuloy,1
hindi po yang color n yan inorder q,4
"super ganda at all safe, nung product ganda din ng mga freebies thankyou diko na na pic at vid sa sobrang excited",3
i love the slippers. medyo maliit nga lang ang size. i'm size 40 pero medyo maliit sakin ang size 40 nila but still satisfied. pwede magamit ng bunso ko.,4
maganda po talaga ang tela.masarap talaga isuot daw sabi ng mga anak ko.para sa kanila talaga yun.mabuti at may choices sa size nya.salamat seller.will order again po if kailangan ulit.salamat.,3
